timeStampNs,gameTime,buttonSelection,
6284484200,0.0000,StartButton
42636952100,36.3389,MenuTable2
127953557700,121.6553,MenuTable2
204902149500,198.6044,Dine In
218086724700,211.7892,Yes Standing Table
224993558300,218.6961,MenuTable2
