timeStampNs,gameTime,buttonSelection,
6492621700,0.0000,StartButton
66274937400,59.7677,MenuTable1
67555709000,61.0486,MenuTable1
69672082300,63.1649,MenuTable1
70771902200,64.2648,MenuTable1
75199004500,68.6921,MenuTable1
76716791300,70.2098,MenuTable1
182416962000,175.9096,MenuTakeOut
183627897400,177.1205,MenuTakeOut
184588942200,178.0816,MenuTakeOut
186439814300,179.9326,MenuTakeOut
188570364500,182.0630,MenuTakeOut
189071449100,182.5641,MenuTakeOut
189531098300,183.0237,MenuTakeOut
190060179500,183.5529,MenuTakeOut
200263545300,193.7563,Dine In
208296549300,201.7892,Yes Standing Table
216887704400,210.3805,MenuTable2
