timeStampNs,gameTime,buttonSelection,
17615571600,0.0000,StartButton
163480136000,145.8506,MenuTakeOut
164789064300,147.1595,MenuTakeOut
165011711700,147.3822,MenuTakeOut
166126851700,148.4975,MenuTakeOut
169188191100,151.5589,MenuTakeOut
170538820500,152.9095,MenuTakeOut
171053990900,153.4247,MenuTakeOut
173100694300,155.4713,MenuTakeOut
174199610400,156.5702,MenuTakeOut
194248564100,176.6193,MenuTable1
195570906600,177.9416,MenuTable1
196420442200,178.7910,MenuTable1
197213829000,179.5845,MenuTable1
199900824500,182.2714,MenuTable1
200597400600,182.9679,MenuTable1
201306901700,183.6777,MenuTable1
202114880700,184.4856,MenuTable1
212820403100,195.1911,Dine In
220852989100,203.2239,Yes Standing Table
234581155100,216.9519,MenuTable2
