timeStampNs,gameTime,objectName,posX,posY,posZ,
940284900,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
969961000,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1009449200,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1020567600,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1033778100,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1047579000,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1062169100,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1076146300,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1089725400,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1103349800,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1117534900,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1131371700,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1145085900,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1159126600,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1172896500,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1186921000,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1200741100,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1214390800,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1228708800,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1241661600,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1255741900,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1270494400,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1284584800,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1297479100,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1311595600,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1326242400,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1339991200,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1352805100,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1366866500,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1381710200,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1395571200,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1408602600,0.0000,StartBarrier,-2.4270,0.0574,0.2359,
1422996600,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1437461100,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1451508800,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1464473200,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1478744900,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1493274700,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1507299200,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1520105100,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1534334700,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1549049200,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1562940300,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1575420700,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1589651700,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1604464800,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1618454900,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1632304300,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1646263500,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1659891500,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1673617000,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1688005100,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1701987100,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1715681400,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1735540200,0.0000,StartBarrier,-1.2510,0.0574,-0.4420,
1768632300,0.0000,Instructions,-1.2675,1.6960,-0.4321,
1796951600,0.0000,Instructions,-1.2675,1.6964,-0.4348,
1808130500,0.0000,Instructions,-1.2675,1.6956,-0.4396,
1916000300,0.0000,Instructions,-1.2675,1.6891,-0.4515,
1958418700,0.0000,Instructions,-1.2675,1.6727,-0.4710,
1984958500,0.0000,Instructions,-1.2675,1.6707,-0.4728,
2012838700,0.0000,Instructions,-1.2675,1.6724,-0.4711,
2040316800,0.0000,Instructions,-1.2675,1.6733,-0.4697,
2054078700,0.0000,Instructions,-1.2675,1.6733,-0.4695,
2067551000,0.0000,Instructions,-1.2675,1.6734,-0.4692,
2081557700,0.0000,Instructions,-1.2675,1.6730,-0.4699,
2095135500,0.0000,Instructions,-1.2675,1.6732,-0.4702,
2109665100,0.0000,Instructions,-1.2675,1.6729,-0.4708,
2123418800,0.0000,Instructions,-1.2675,1.6725,-0.4715,
2137008200,0.0000,Instructions,-1.2675,1.6718,-0.4721,
2150896100,0.0000,Instructions,-1.2675,1.6713,-0.4725,
2164426600,0.0000,Instructions,-1.2675,1.6706,-0.4737,
2177982600,0.0000,Instructions,-1.2675,1.6700,-0.4747,
2192065200,0.0000,Instructions,-1.2675,1.6692,-0.4760,
