timeStampNs,gameTime,buttonSelection,
8125227200,0.0000,StartButton
30342377700,22.2027,MenuTable1
31775999200,23.6364,MenuTable1
31984911400,23.8453,MenuTable1
32903399200,24.7638,MenuTable1
33279274200,25.1396,MenuTable1
33753008200,25.6133,MenuTable1
41593484500,33.4539,MenuTakeOut
42401745100,34.2620,MenuTakeOut
42930440900,34.7910,MenuTakeOut
43529389400,35.3899,MenuTakeOut
43738550500,35.5989,MenuTakeOut
44240086100,36.1004,MenuTakeOut
44421106800,36.2815,MenuTakeOut
44797239900,36.6576,MenuTakeOut
44978918800,36.8392,MenuTakeOut
45544613800,37.4050,MenuTakeOut
141835004100,133.6954,ExitButton
