timeStampNs,gameTime,buttonSelection,
3870167600,0.0000,StartButton
7978359400,4.0945,MenuTakeOut
8187838200,4.3039,MenuTakeOut
8396188900,4.5124,MenuTakeOut
8563421700,4.6795,MenuTakeOut
8730486200,4.8465,MenuTakeOut
8870040600,4.9859,MenuTakeOut
9051196300,5.1673,MenuTakeOut
9176277400,5.2925,MenuTakeOut
9329401300,5.4454,MenuTakeOut
9482355200,5.5983,MenuTakeOut
9635475200,5.7517,MenuTakeOut
9774913100,5.8911,MenuTakeOut
9941985600,6.0580,MenuTakeOut
10067607200,6.1837,MenuTakeOut
10220609100,6.3366,MenuTakeOut
10359719400,6.4758,MenuTakeOut
194623775700,190.7395,Take Out
199872533000,195.9882,MenuTakeOut
