timeStampNs,gameTime,buttonSelection,
10283975500,0.0000,StartButton
54054505000,43.7568,MenuTable1
56198402600,45.9006,MenuTable1
57382459700,47.0847,MenuTable1
59860627600,49.5629,MenuTable1
60514676000,50.2170,MenuTable1
61391757400,51.0942,MenuTable1
64357719700,54.0598,MenuTable1
65359851700,55.0620,MenuTable1
66347978400,56.0503,MenuTable1
67295080800,56.9973,MenuTable1
68074677500,57.7771,MenuTable1
68840484400,58.5428,MenuTable1
73670781300,63.3732,MenuTable2
76873390500,66.5758,MenuTable2
77137804700,66.8401,MenuTable2
77891224000,67.5936,MenuTable2
79588125500,69.2905,MenuTable2
80632298600,70.3349,MenuTable2
81300750700,71.0032,MenuTable2
85533102000,75.2356,MenuTable3
87732749000,77.4354,MenuTable3
90266600700,79.9689,MenuTable3
90962561500,80.6651,MenuTable3
95237327800,84.9397,MenuTable3
97924566500,87.6269,MenuTable3
99038058700,88.7405,MenuTable3
99748092700,89.4505,MenuTable3
100151330000,89.8539,MenuTable3
102393090100,92.0957,MenuTable3
103089025100,92.7916,MenuTable3
104384010300,94.0865,MenuTable3
108101788300,97.8042,MenuTable3
109061853500,98.7643,MenuTable3
111470565500,101.1732,MenuTable3
111930032100,101.6326,MenuTable3
112626419700,102.3288,MenuTable3
112890266300,102.5929,MenuTable3
113461440500,103.1638,MenuTable3
116566380600,106.2687,MenuTable2
117485584000,107.1878,MenuTable2
117708383600,107.4105,MenuTable2
118125817000,107.8281,MenuTable2
119002554500,108.7048,MenuTable2
119545536000,109.2477,MenuTable2
121661488900,111.3637,MenuTable2
121940761300,111.6430,MenuTable2
122831708100,112.5340,MenuTable2
124836551800,114.5387,MenuTable2
126548702700,116.2511,MenuTable2
127704121000,117.4064,MenuTable2
128596009200,118.2982,MenuTable2
129514168800,119.2165,MenuTable2
132702942600,122.4051,MenuTable2
133037370600,122.7395,MenuTable2
141766367600,131.4686,MenuTable1
142532481900,132.2350,MenuTable1
143270683200,132.9731,MenuTable1
144927543400,134.6299,MenuTable1
145525558000,135.2280,MenuTable1
147140054100,136.8424,MenuTable1
147794648800,137.4971,MenuTable1
148156748600,137.8591,MenuTable1
148393413400,138.0958,MenuTable1
148671792600,138.3742,MenuTable1
149382313000,139.0846,MenuTable1
150356410000,140.0587,MenuTable1
151052879800,140.7554,MenuTable1
190314379200,180.0163,MenuTakeOut
191233549900,180.9354,MenuTakeOut
191888265300,181.5898,MenuTakeOut
193224028300,182.9256,MenuTakeOut
193460463700,183.1622,MenuTakeOut
197429348200,187.1312,MenuTakeOut
213438952300,203.1404,ExitButton
