timeStampNs,gameTime,buttonSelection,
17069459000,0.0000,StartButton
77479526200,60.3959,MenuTakeOut
79219345000,62.1358,MenuTakeOut
80221867100,63.1382,MenuTakeOut
80500661200,63.4170,MenuTakeOut
81572395200,64.4886,MenuTakeOut
82546697500,65.4627,MenuTakeOut
100603720900,83.5200,MenuTable3
102427425700,85.3437,MenuTable3
103513478100,86.4297,MenuTable3
104432075600,87.3483,MenuTable3
181409820100,164.3261,MenuTable1
181632783600,164.5489,MenuTable1
182370716200,165.2869,MenuTable1
183553545900,166.4697,MenuTable1
183804383500,166.7206,MenuTable1
184472700900,167.3889,MenuTable1
199773149500,182.6895,MenuTakeOut
200566873600,183.4833,MenuTakeOut
203282913900,186.1993,MenuTakeOut
212011751900,194.9282,Dine In
222159943300,205.0766,Yes Standing Table
242487615100,225.4041,MenuTable2
