timeStampNs,gameTime,buttonSelection,
16478005100,0.0000,StartButton
39881049600,23.3890,MenuTakeOut
40062520300,23.5704,MenuTakeOut
41496473900,25.0044,MenuTakeOut
44392195300,27.9003,MenuTakeOut
46912260500,30.4204,MenuTakeOut
143882210000,127.3906,MenuTakeOut
144147069100,127.6554,MenuTakeOut
145998581700,129.5068,MenuTakeOut
147223818700,130.7320,MenuTakeOut
150245059500,133.7532,MenuTakeOut
152639000000,136.1471,MenuTakeOut
154198766900,137.7069,MenuTakeOut
155061558100,138.5697,MenuTakeOut
213116546000,196.6245,Dine In
226649879100,210.1578,Yes Standing Table
251962064700,235.4702,MenuTable2
