timeStampNs,gameTime,posX,posY,posZ,rotX,rotY,rotZ,
33924600,0.0000,-2.4270,0.0000,-0.4420,0.0000,0.0000,0.0000,
972692600,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1005481000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1039554800,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1049013200,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1062803100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1076777400,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1090901200,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1104235800,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1118463700,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1132498400,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1146163000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1159476900,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1174293500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1188176500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1201256300,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1215402100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1229908200,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1243661600,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1257831500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1271206000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1284976300,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1299635500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1313108300,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1327423000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1341138400,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1355689500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1369116300,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1382728900,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1396410100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1410758100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1424603000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1437645900,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1452642300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1466583900,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1479440300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1493739700,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1508353500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1522329300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1535337200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1549457800,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1563780800,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1578134300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1590783500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1604542500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1619235400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1633765800,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1647550900,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1660393600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1674687900,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1689190800,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1703064200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1716441200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1730979100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1744931000,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1764599500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1801585100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1830049500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1854381100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1974078600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2017105100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2045504200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2073667500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2102476500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2129951200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2146365700,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2160537700,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2186158000,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2199639500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2213920200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2228189600,0.0000,-2.3512,1.1009,-0.3533,50.2427,125.7167,99.9116,
2241717800,0.0000,-2.3512,1.1009,-0.3533,50.2427,125.7167,99.9116,
2256391800,0.0000,-2.3512,1.1009,-0.3533,50.2427,125.7167,99.9116,
2269714500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2283065400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2296268100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2310412100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2324113700,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2338396800,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2351512100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2367756900,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2379933700,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2393411700,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2407028200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2420643500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
