timeStampNs,gameTime,buttonSelection,
5071169300,0.0000,StartButton
73388032300,68.3030,MenuTable2
104964047800,99.8793,MenuTakeOut
105827195400,100.7423,MenuTakeOut
106314490200,101.2297,MenuTakeOut
107107962200,102.0231,MenuTakeOut
107706337000,102.6217,MenuTakeOut
198662012300,193.5776,Take Out
223707556400,218.6232,MenuTable2
