timeStampNs,gameTime,buttonSelection,
23975670800,0.0000,StartButton
175559140000,151.5694,MenuTakeOut
176701698600,152.7120,MenuTakeOut
177732657200,153.7429,MenuTakeOut
178511793000,154.5221,MenuTakeOut
178915651200,154.9259,MenuTakeOut
180225168400,156.2355,MenuTakeOut
182216907400,158.2271,MenuTakeOut
189346723900,165.3570,MenuTakeOut
190265607500,166.2759,MenuTakeOut
194079473400,170.0896,MenuTakeOut
194984999500,170.9953,MenuTakeOut
195778759100,171.7889,MenuTakeOut
197810464500,173.8205,MenuTakeOut
198324994000,174.3353,MenuTakeOut
198894959200,174.9052,MenuTakeOut
203532532300,179.5426,MenuTakeOut
204981217900,180.9913,MenuTakeOut
208765079300,184.7753,MenuTakeOut
223263179000,199.2734,Dine In
234024987200,210.0352,Yes Standing Table
243109339300,219.1194,MenuTable2
