timeStampNs,gameTime,buttonSelection,
9950254800,0.0000,StartButton
207584811200,197.6203,Dine In
216084010000,206.1197,No Standing Table
220810682800,210.8465,Yes Take Out
228611465700,218.6472,MenuTakeOut
